timestep,policy_id,gt_policy_id
14.600000,0,0
14.633333,0,0
14.666667,0,0
14.700000,0,0
14.733333,0,0
14.766667,0,0
14.800000,0,0
14.833333,0,0
14.866667,0,0
14.900000,0,0
14.933333,0,0
14.966667,0,0
15.000000,0,0
15.033333,0,0
15.066667,0,0
15.100000,0,0
15.133333,0,0
15.166667,0,0
15.200000,0,0
15.233333,0,0
15.266667,0,0
15.300000,0,0
15.333333,0,0
15.366667,0,0
15.400000,0,0
15.433333,0,0
15.466667,0,0
15.500000,0,0
15.533333,0,0
15.566667,0,0
15.600000,0,0
15.633333,0,0
15.666667,0,0
15.700000,0,0
15.733333,0,0
15.766667,0,0
15.800000,0,0
15.833333,0,0
15.866667,0,0
15.900000,0,0
15.933333,0,0
15.966667,0,0
16.000000,0,0
16.033333,0,0
16.066667,0,0
16.100000,0,0
16.133333,0,0
16.166667,0,0
16.200000,0,0
16.233333,0,0
16.266667,0,0
16.300000,0,0
16.333333,0,0
16.366667,0,0
16.400000,0,0
16.433333,0,0
16.466667,0,0
16.500000,0,0
16.533333,0,0
16.566667,0,0
16.600000,0,0
16.633333,0,0
16.666667,0,0
16.700000,0,0
16.733333,0,0
16.766667,0,0
16.800000,0,0
16.833333,0,0
16.866667,0,0
16.900000,0,0
16.933333,0,0
16.966667,0,0
17.000000,0,0
17.033333,0,0
17.066667,0,0
17.100000,0,0
17.133333,0,0
17.166667,0,0
17.200000,0,0
17.233333,0,0
17.266667,0,0
17.300000,0,0
17.333333,0,0
17.366667,0,0
17.400000,0,0
17.433333,0,0
17.466667,0,0
17.500000,0,0
17.533333,0,0
17.566667,0,0
17.600000,0,0
17.633333,0,0
17.666667,0,0
17.700000,0,0
17.733333,0,0
17.766667,0,0
17.800000,0,0
17.833333,0,0
17.866667,0,0
17.900000,0,0
17.933333,0,0
17.966667,0,1
