timestep,gt_policy_id,pred_policy_id,confidence,entropy
0.000000,1,-1,,
0.033333,1,-1,,
0.066667,1,-1,,
0.100000,1,-1,,
0.133333,1,-1,,
0.166667,1,-1,,
0.200000,1,-1,,
0.233333,1,-1,,
0.266667,1,-1,,
0.300000,1,-1,,
0.333333,1,-1,,
0.366667,1,-1,,
0.400000,1,-1,,
0.433333,1,-1,,
0.466667,1,-1,,
0.500000,1,1,0.650572,0.647092
0.533333,1,1,0.650572,0.647092
0.566667,1,1,0.650572,0.647092
0.600000,1,0,0.503038,0.693129
0.633333,1,0,0.503038,0.693129
0.666667,1,1,0.598345,0.673677
0.700000,1,1,0.782384,0.523874
0.733333,1,1,0.958678,0.172122
0.766667,1,1,0.999660,0.003053
0.800000,1,1,1.000000,0.000000
0.833333,1,1,0.998536,0.011021
0.866667,1,1,0.999956,0.000484
0.900000,1,1,0.999938,0.000658
0.933333,1,1,1.000000,0.000004
0.966667,1,1,0.999925,0.000788
1.000000,1,1,0.999996,0.000056
1.033333,1,1,0.999972,0.000317
1.066667,1,1,0.999972,0.000317
1.100000,1,1,1.000000,0.000008
1.133333,1,1,1.000000,0.000008
1.166667,1,1,1.000000,0.000008
1.200000,1,1,1.000000,0.000008
1.233333,1,1,1.000000,0.000008
1.266667,1,1,0.999996,0.000052
1.300000,1,1,0.999996,0.000052
1.333333,1,1,0.981866,0.090684
1.366667,1,1,1.000000,0.000005
1.400000,1,1,1.000000,0.000005
1.433333,1,1,1.000000,0.000005
1.466667,1,1,0.999995,0.000071
1.500000,1,1,1.000000,0.000000
1.533333,1,1,1.000000,0.000000
1.566667,1,1,1.000000,0.000000
1.600000,1,1,1.000000,0.000000
1.633333,1,1,1.000000,0.000000
1.666667,1,1,1.000000,0.000000
1.700000,1,1,1.000000,0.000000
1.733333,1,1,1.000000,0.000004
1.766667,1,1,1.000000,0.000004
1.800000,1,1,1.000000,0.000004
1.833333,1,1,1.000000,0.000004
1.866667,1,1,1.000000,0.000004
1.900000,1,1,1.000000,0.000004
1.933333,1,1,1.000000,0.000004
1.966667,1,1,1.000000,0.000004
2.000000,1,1,1.000000,0.000004
2.033333,1,1,1.000000,0.000004
2.066667,1,1,1.000000,0.000004
2.100000,1,1,1.000000,0.000000
2.133333,1,1,1.000000,0.000000
2.166667,1,1,1.000000,0.000000
2.200000,1,1,1.000000,0.000000
2.233333,1,1,1.000000,0.000000
2.266667,1,1,1.000000,0.000000
2.300000,1,1,1.000000,0.000000
2.333333,1,1,1.000000,0.000000
2.366667,1,1,1.000000,0.000000
2.400000,1,1,1.000000,0.000000
2.433333,1,1,1.000000,0.000000
2.466667,1,1,1.000000,0.000000
2.500000,1,1,1.000000,0.000000
2.533333,1,1,1.000000,0.000000
2.566667,1,1,1.000000,0.000000
2.600000,1,1,1.000000,0.000000
2.633333,1,1,1.000000,0.000000
2.666667,1,1,1.000000,0.000000
2.700000,1,1,1.000000,0.000000
2.733333,1,1,1.000000,0.000000
2.766667,1,1,1.000000,0.000000
2.800000,1,1,1.000000,0.000000
2.833333,1,1,1.000000,0.000000
2.866667,1,1,1.000000,0.000000
2.900000,1,1,1.000000,0.000000
2.933333,1,1,1.000000,0.000000
2.966667,1,1,1.000000,0.000000
3.000000,1,1,0.999959,0.000460
3.033333,1,1,0.999959,0.000460
3.066667,1,1,0.999959,0.000460
3.100000,1,1,1.000000,0.000000
3.133333,1,1,1.000000,0.000000
3.166667,1,1,1.000000,0.000000
3.200000,1,1,1.000000,0.000000
3.233333,1,1,1.000000,0.000000
3.266667,1,1,1.000000,0.000000
3.300000,1,1,1.000000,0.000000
3.333333,1,1,1.000000,0.000000
3.366667,1,1,0.999881,0.001192
3.400000,1,1,1.000000,0.000000
3.433333,1,1,1.000000,0.000000
3.466667,1,1,0.999999,0.000014
3.500000,1,1,0.999999,0.000014
3.533333,1,1,0.999999,0.000014
3.566667,0,1,0.999999,0.000014
3.600000,0,1,0.999168,0.006735
3.633333,0,1,0.731286,0.581976
3.666667,0,0,0.990625,0.053110
3.700000,0,0,0.999852,0.001450
3.733333,0,0,0.999301,0.005780
3.766667,0,0,0.999301,0.005780
3.800000,0,0,0.999301,0.005780
3.833333,0,1,0.903772,0.316716
3.866667,0,0,0.999995,0.000062
3.900000,0,0,0.999894,0.001079
3.933333,0,0,0.999852,0.001451
3.966667,0,0,0.697414,0.613039
4.000000,0,0,0.999837,0.001586
4.033333,0,0,0.999837,0.001586
4.066667,0,0,0.998603,0.010582
4.100000,0,0,0.999180,0.006644
4.133333,0,0,0.972892,0.124541
4.166667,0,0,0.996523,0.023158
4.200000,0,0,0.999996,0.000049
4.233333,0,0,1.000000,0.000000
4.266667,0,0,1.000000,0.000001
4.300000,0,0,0.999994,0.000080
4.333333,0,0,0.999844,0.001524
4.366667,0,0,0.999999,0.000010
4.400000,0,0,1.000000,0.000000
4.433333,0,0,1.000000,0.000000
4.466667,0,0,0.999995,0.000071
4.500000,0,0,0.994657,0.033283
4.533333,0,0,0.998896,0.008617
4.566667,0,0,0.996936,0.020795
4.600000,0,0,0.998117,0.013699
4.633333,0,0,0.999943,0.000610
4.666667,0,0,0.999989,0.000142
4.700000,0,0,0.998864,0.008840
4.733333,0,0,0.902136,0.320364
4.766667,0,0,0.997988,0.014503
4.800000,0,0,0.978592,0.103471
4.833333,0,0,0.999843,0.001530
4.866667,0,0,0.996907,0.020961
4.900000,0,0,0.999999,0.000016
4.933333,0,0,0.999997,0.000045
4.966667,0,0,0.997870,0.015233
5.000000,0,0,0.977028,0.109391
5.033333,0,0,0.999849,0.001480
5.066667,0,0,0.999829,0.001651
5.100000,0,0,0.999504,0.004270
5.133333,0,0,1.000000,0.000003
5.166667,0,0,1.000000,0.000001
5.200000,0,0,0.999990,0.000128
5.233333,0,0,0.999876,0.001243
5.266667,0,0,1.000000,0.000000
5.300000,0,0,1.000000,0.000000
5.333333,0,0,0.999920,0.000839
5.366667,0,0,0.999862,0.001360
5.400000,0,0,0.932639,0.246760
5.433333,0,0,0.723076,0.590025
5.466667,0,0,0.999348,0.005437
5.500000,0,0,0.992224,0.045513
5.533333,0,0,0.996863,0.021215
5.566667,0,0,0.999905,0.000975
5.600000,0,0,1.000000,0.000008
5.633333,0,0,0.999997,0.000045
5.666667,0,0,0.999698,0.002748
5.700000,0,0,0.993175,0.040840
5.733333,0,0,0.874673,0.377407
5.766667,0,0,0.999802,0.001888
5.800000,0,1,0.725028,0.588142
5.833333,0,0,1.000000,0.000000
5.866667,0,0,1.000000,0.000008
5.900000,0,0,0.999052,0.007547
5.933333,0,0,0.999989,0.000135
5.966667,0,0,0.999984,0.000197
6.000000,0,0,1.000000,0.000002
6.033333,0,0,1.000000,0.000000
6.066667,0,0,0.999920,0.000839
6.100000,0,0,0.998926,0.008418
6.133333,0,0,0.751600,0.560571
6.166667,0,0,0.997375,0.018224
6.200000,0,0,0.965075,0.151467
6.233333,0,0,0.992467,0.044328
6.266667,0,0,0.915223,0.290283
6.300000,0,0,0.999999,0.000016
6.333333,0,0,1.000000,0.000008
6.366667,0,0,0.999997,0.000045
6.400000,0,0,0.999698,0.002748
6.433333,0,0,0.998744,0.009644
6.466667,0,0,0.999201,0.006496
6.500000,0,0,0.999747,0.002345
6.533333,0,0,0.999672,0.002962
6.566667,0,0,0.999998,0.000027
6.600000,0,0,0.999997,0.000044
6.633333,0,0,0.999998,0.000029
6.666667,0,0,1.000000,0.000003
6.700000,0,0,0.999989,0.000135
6.733333,0,0,0.999876,0.001243
6.766667,0,0,0.999461,0.004597
6.800000,0,0,1.000000,0.000002
6.833333,0,0,0.998208,0.013122
6.866667,0,0,0.999032,0.007687
6.900000,0,0,0.996771,0.021742
6.933333,0,0,0.978588,0.103484
6.966667,0,0,0.998017,0.014322
7.000000,0,0,0.936400,0.236760
7.033333,0,0,0.967792,0.142334
