timestep,gt_policy_id,pred_policy_id,confidence,entropy
0.000000,1,-1,,
0.033333,1,-1,,
0.066667,1,-1,,
0.100000,1,-1,,
0.133333,1,-1,,
0.166667,1,-1,,
0.200000,1,-1,,
0.233333,1,-1,,
0.266667,1,-1,,
0.300000,1,-1,,
0.333333,1,-1,,
0.366667,1,-1,,
0.400000,1,-1,,
0.433333,1,-1,,
0.466667,1,-1,,
0.500000,1,0,0.997348,0.018381
0.533333,1,0,0.998749,0.009612
0.566667,1,0,0.968790,0.138925
0.600000,1,1,0.586231,0.678201
0.633333,1,1,0.994009,0.036631
0.666667,1,0,0.810501,0.485496
0.700000,1,0,0.986439,0.071788
0.733333,1,0,0.950080,0.198278
0.766667,1,1,0.756587,0.554982
0.800000,1,1,0.690908,0.618372
0.833333,1,1,0.994852,0.032262
0.866667,1,1,0.999997,0.000046
0.900000,1,1,0.999997,0.000046
0.933333,1,1,0.959010,0.171077
0.966667,1,1,0.999058,0.007504
1.000000,1,1,0.856849,0.410643
1.033333,1,0,0.994962,0.031679
1.066667,1,1,0.996766,0.021771
1.100000,1,0,0.963885,0.155395
1.133333,1,0,0.998751,0.009597
1.166667,1,1,0.997613,0.016798
1.200000,1,1,0.998902,0.008577
1.233333,1,0,0.997543,0.017217
1.266667,1,0,0.995385,0.029425
1.300000,1,1,0.998866,0.008825
1.333333,1,0,0.961040,0.164625
1.366667,1,0,0.999723,0.002548
1.400000,1,0,0.995655,0.027969
1.433333,1,1,1.000000,0.000000
1.466667,1,0,0.990822,0.052189
1.500000,1,0,0.973736,0.121504
1.533333,1,0,0.994123,0.036049
1.566667,1,0,0.999856,0.001417
1.600000,1,1,0.998096,0.013829
1.633333,1,1,0.999973,0.000306
1.666667,1,1,1.000000,0.000000
1.700000,1,1,0.988823,0.061340
1.733333,1,1,0.587589,0.677724
1.766667,1,1,0.513064,0.692806
1.800000,1,0,0.999724,0.002539
1.833333,1,1,0.570337,0.683220
1.866667,1,1,0.856442,0.411369
1.900000,1,0,0.998288,0.012617
1.933333,1,0,0.999759,0.002247
1.966667,1,0,0.995657,0.027956
2.000000,1,0,0.999513,0.004200
2.033333,1,0,0.994694,0.033090
2.066667,1,0,0.999242,0.006201
2.100000,1,1,1.000000,0.000004
2.133333,1,1,1.000000,0.000000
2.166667,1,1,1.000000,0.000000
2.200000,1,1,0.924552,0.267508
2.233333,0,1,0.836913,0.444753
2.266667,0,0,0.907378,0.308563
2.300000,0,0,0.996209,0.024919
2.333333,0,1,0.999646,0.003170
2.366667,0,1,0.984408,0.080347
2.400000,0,1,0.894681,0.336616
2.433333,0,1,0.999976,0.000283
2.466667,0,1,0.997695,0.016301
2.500000,0,1,0.999036,0.007660
2.533333,0,0,0.998383,0.012007
2.566667,0,1,0.573000,0.682451
2.600000,0,1,0.875353,0.376082
2.633333,0,1,0.999999,0.000018
2.666667,0,1,0.920075,0.278585
2.700000,0,1,0.773529,0.534977
2.733333,0,1,0.517993,0.692500
2.766667,0,1,0.796956,0.504593
2.800000,0,0,0.999701,0.002729
2.833333,0,0,0.995930,0.026465
2.866667,0,0,0.995930,0.026465
2.900000,0,0,0.999720,0.002572
2.933333,0,0,0.999720,0.002572
2.966667,0,0,0.999720,0.002572
3.000000,0,0,0.999995,0.000068
3.033333,0,0,0.670576,0.633770
3.066667,0,0,0.670576,0.633770
3.100000,0,1,0.635192,0.656135
3.133333,0,1,0.920282,0.278080
3.166667,0,1,0.622909,0.662622
3.200000,0,0,0.998917,0.008480
3.233333,0,1,0.913962,0.293273
3.266667,0,1,0.913962,0.293273
3.300000,0,1,0.913962,0.293273
3.333333,0,0,0.570966,0.683041
3.366667,0,0,0.952724,0.190416
3.400000,0,0,0.952724,0.190416
3.433333,0,0,0.999966,0.000385
3.466667,0,0,0.999966,0.000385
3.500000,0,0,0.999971,0.000334
3.533333,0,0,0.999967,0.000370
3.566667,0,0,0.978942,0.102129
3.600000,0,0,0.978942,0.102129
3.633333,0,0,0.993099,0.041215
3.666667,0,0,0.993099,0.041215
3.700000,0,0,0.995884,0.026718
3.733333,0,0,0.990272,0.054747
3.766667,0,0,0.999884,0.001168
3.800000,0,0,0.999884,0.001168
3.833333,0,0,0.999619,0.003379
3.866667,0,0,0.958966,0.171217
3.900000,0,0,0.994255,0.035369
3.933333,0,0,0.999999,0.000009
3.966667,0,0,0.999999,0.000009
4.000000,0,0,0.999999,0.000012
4.033333,0,0,0.999999,0.000012
4.066667,0,0,0.999999,0.000012
4.100000,0,0,0.999999,0.000012
4.133333,0,0,0.999999,0.000012
4.166667,0,0,0.999998,0.000030
4.200000,0,0,0.999998,0.000030
4.233333,0,0,0.999998,0.000030
4.266667,0,0,0.999998,0.000030
4.300000,0,0,0.999999,0.000012
4.333333,0,0,0.999999,0.000012
4.366667,0,0,0.999999,0.000012
4.400000,0,0,0.999999,0.000012
4.433333,0,0,0.999999,0.000012
4.466667,0,0,0.999999,0.000012
4.500000,0,0,0.997195,0.019281
4.533333,0,0,0.990720,0.052666
4.566667,0,0,0.999999,0.000012
4.600000,0,0,0.995265,0.030072
4.633333,0,0,0.995265,0.030072
4.666667,0,0,0.995265,0.030072
4.700000,0,0,0.999999,0.000012
4.733333,0,0,0.999999,0.000012
4.766667,0,0,0.999999,0.000012
4.800000,0,0,0.999999,0.000012
4.833333,0,0,0.999075,0.007384
4.866667,0,0,0.999984,0.000188
4.900000,0,0,0.992818,0.042610
4.933333,0,0,0.999979,0.000251
4.966667,0,0,0.999979,0.000251
5.000000,0,0,0.986994,0.069396
5.033333,0,0,0.999901,0.001010
5.066667,0,0,0.999901,0.001010
5.100000,0,0,0.999901,0.001010
5.133333,0,0,0.999999,0.000012
5.166667,0,0,0.999999,0.000012
5.200000,0,0,0.999999,0.000012
5.233333,0,0,0.999999,0.000012
5.266667,0,0,0.999999,0.000012
5.300000,0,0,0.999999,0.000012
5.333333,0,0,0.999999,0.000012
5.366667,0,0,0.999999,0.000012
5.400000,0,0,0.999998,0.000030
5.433333,0,0,0.999998,0.000030
5.466667,0,0,0.999998,0.000030
5.500000,0,0,0.999999,0.000012
5.533333,0,0,0.999999,0.000012
5.566667,0,0,0.999999,0.000012
5.600000,0,0,0.999999,0.000012
5.633333,0,0,0.999999,0.000012
5.666667,0,0,0.999999,0.000012
5.700000,0,0,0.999999,0.000012
5.733333,0,0,0.997195,0.019281
5.766667,0,0,0.997195,0.019281
5.800000,0,0,0.997195,0.019281
5.833333,0,0,0.999999,0.000012
5.866667,0,0,0.999999,0.000012
5.900000,0,0,0.999999,0.000012
5.933333,0,0,0.999999,0.000012
5.966667,0,0,0.999999,0.000012
6.000000,0,0,0.999999,0.000012
6.033333,0,0,0.999998,0.000030
6.066667,0,0,0.999998,0.000030
6.100000,0,0,0.999998,0.000030
6.133333,0,0,0.999998,0.000031
6.166667,0,0,0.999998,0.000031
6.200000,0,0,1.000000,0.000008
6.233333,0,0,1.000000,0.000008
6.266667,0,0,0.999758,0.002261
6.300000,0,0,0.992355,0.044876
6.333333,0,0,0.999999,0.000012
6.366667,0,0,0.999999,0.000012
6.400000,0,0,0.999999,0.000012
6.433333,0,0,0.999999,0.000012
6.466667,0,0,0.999999,0.000012
6.500000,0,0,0.999999,0.000012
6.533333,0,0,0.999999,0.000012
6.566667,0,0,0.999999,0.000012
6.600000,0,0,0.999999,0.000012
6.633333,0,0,0.999999,0.000012
6.666667,0,0,0.990720,0.052666
6.700000,0,0,0.989119,0.060012
6.733333,0,0,0.999640,0.003215
6.766667,0,0,0.999979,0.000251
6.800000,0,0,0.999979,0.000251
6.833333,0,0,0.986994,0.069396
6.866667,0,0,0.999998,0.000031
6.900000,0,0,0.999998,0.000031
6.933333,0,0,0.999758,0.002261
6.966667,0,0,0.996272,0.024567
7.000000,0,0,0.999999,0.000012
7.033333,0,0,0.999999,0.000012
